miRNA,Lung_F1,Lung_F2,Lung_F3,Lung_M1,Lung_M2,Lung_M3
mmu-miR-1970c-3p,0.0,0.1997,0.0,0.0,0.2496,0.0
mmu-miR-1970c-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1971,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1981-3p,7.8546,6.5893,4.8376,6.0152,5.6795,5.3524
mmu-miR-1981-5p,4.8976,3.9935,7.3532,5.5367,6.8029,4.494
mmu-miR-1982-3p,1.7557,1.2979,1.161,1.5721,1.1234,1.5148
mmu-miR-1982-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1983,1.0165,0.599,0.0,0.0,0.6865,0.0
mmu-miR-199a-3p/199b-3p,4516.786,3530.1818,2457.5021,2528.2133,2487.7446,2567.2477
mmu-miR-199a-5p,458.7108,479.4234,320.8298,433.0916,395.0059,420.5697
mmu-miR-199b-5p,65.8865,87.059,44.1189,33.9036,34.8259,39.0828
mmu-miR-19a-3p,52.9495,59.1043,27.6711,14.1493,14.2924,16.5622
mmu-miR-19a-5p,1.1089,0.4992,0.0,0.0,0.7489,0.4545
mmu-miR-19b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-19b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-19b-3p,372.2174,446.5766,286.9666,99.8653,105.2267,113.7139
mmu-miR-1a-1-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-1a-3p,95.919,480.322,542.9725,651.0729,117.6467,1317.4553
mmu-miR-1b-3p,0.0,0.599,0.387,0.4101,0.1872,0.303
mmu-miR-1b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-200a-3p,1013.2482,1219.7243,1332.2758,558.7948,596.6593,601.2395
mmu-miR-200a-5p,16.7258,16.1738,21.2855,7.9291,8.8625,9.493
mmu-miR-200b-3p,1361.1624,1284.3197,1067.3686,576.7036,620.4383,579.4258
mmu-miR-200b-5p,6.0989,6.9887,5.2246,6.4936,9.549,6.9683
mmu-miR-200c-3p,300.0471,329.2667,385.4602,153.5917,182.1184,138.5068
mmu-miR-200c-5p,0.3696,0.7987,0.0,0.0,0.3121,0.3535
mmu-miR-201-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-201-5p,0.9241,0.9984,0.0,0.2734,0.4993,0.4545
mmu-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-202-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-203-3p,520.5314,394.7606,392.6198,223.3129,220.2522,240.1524
mmu-miR-203-5p,0.0,0.6989,0.5805,1.0253,0.6241,0.9089
mmu-miR-203b-3p,0.0,3.5942,0.5805,0.0,0.0,0.0
mmu-miR-203b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-204-5p,16.6333,17.6714,8.5142,6.7671,12.4824,11.0583
mmu-miR-205-3p,0.0,0.4992,0.0,0.4101,0.0,0.6564
mmu-miR-205-5p,9.4256,20.7664,11.9973,8.886,7.3022,26.3582
mmu-miR-206-3p,0.0,0.0,0.0,0.0,0.0,0.404
mmu-miR-206-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-207,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-208a-3p,0.8317,14.3767,5.9986,14.5594,1.3107,25.4493
mmu-miR-208a-5p,0.0,0.6989,0.0,0.8202,0.0,1.0604
mmu-miR-208b-3p,84.5529,47.6229,30.1866,28.8454,25.3393,23.278
mmu-miR-208b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-20a-3p,4.528,4.4927,1.7415,5.4,3.9944,4.494
mmu-miR-20a-5p,79.5629,89.8545,76.0471,41.696,43.9381,38.5274
mmu-miR-20b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-20b-5p,2.033,2.1964,0.0,1.6405,1.1234,1.3129
mmu-miR-210-3p,19.3132,35.5424,25.349,14.5594,17.9123,16.0068
mmu-miR-210-5p,0.7393,1.0982,0.5805,1.3671,0.9986,0.5554
mmu-miR-211-3p,0.0,0.0,0.0,0.0,0.0,0.202
mmu-miR-211-5p,3.9735,6.2898,0.9675,7.519,5.6795,10.6039
mmu-miR-212-3p,3.8811,1.7971,1.161,2.0506,4.0568,2.4742
mmu-miR-212-5p,3.6039,2.496,1.7415,5.7417,6.3036,3.5346
mmu-miR-2136,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-2137,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-2139,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-214-3p,88.7112,80.6693,65.9849,102.1894,95.6777,94.5764
mmu-miR-214-5p,9.518,11.2817,5.8051,5.6734,4.6809,5.4029
mmu-miR-215-3p,0.5544,0.0,0.0,0.0,0.0,0.0
mmu-miR-215-5p,11.2737,7.6875,11.4167,7.6557,6.1164,9.7455
mmu-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-216a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-216b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-216c-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-216c-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-217-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-217-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-218-1-3p,2.8646,2.5958,1.7415,3.5544,3.4951,2.3732
mmu-miR-218-2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-218-5p,114.5853,121.7029,90.9469,64.0478,57.1694,60.1391
mmu-miR-2183,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-219a-1-3p,3.8811,2.7955,1.548,2.9392,3.1206,2.0198
mmu-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-219a-5p,4.0659,6.2898,3.4831,2.4607,1.061,2.1208
mmu-miR-219b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-219b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-219c-3p,0.0,0.6989,0.0,0.4101,0.3121,0.202
mmu-miR-219c-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-21a-3p,11.6433,66.3925,83.5938,76.9667,83.5697,85.8409
mmu-miR-21a-5p,12098.6361,9771.8715,10770.0515,4253.676,4635.9052,4448.8289
mmu-miR-21b,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-21c,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-22-3p,8584.2867,9374.2156,7162.5545,12132.102,13834.007,11965.1054
mmu-miR-22-5p,11.1813,12.2801,8.3207,5.7417,8.6129,6.2613
mmu-miR-221-3p,713.7555,619.8959,660.8165,357.3553,439.0064,358.2089
mmu-miR-221-5p,25.8741,26.557,18.5764,45.6605,50.4914,39.2848
mmu-miR-222-3p,411.583,299.0157,538.7154,288.0442,356.1856,246.4138
mmu-miR-222-5p,1.8481,1.8969,1.935,1.7772,1.5603,1.8683
mmu-miR-223-3p,76.2362,80.4697,57.4707,81.9566,89.9358,117.6525
mmu-miR-223-5p,1.7557,1.4976,1.548,3.7595,5.0554,4.595
mmu-miR-224-3p,0.0,0.4992,0.0,0.3418,0.3121,0.0
mmu-miR-224-5p,26.3361,19.5683,14.5128,30.0075,33.1408,27.5701
mmu-miR-23a-3p/23b-3p,3810.2383,3369.8415,3056.5909,3946.356,4802.2958,3750.0843
mmu-miR-23a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-23b-5p,0.6469,0.4992,0.5805,0.5468,0.5617,0.6564
mmu-miR-24-1-5p,17.2802,18.2704,16.4478,18.1822,15.291,17.6731
mmu-miR-24-2-5p,455.0145,415.3273,384.2992,776.6394,823.9016,745.8561
mmu-miR-24-3p,6856.5437,7472.8954,7583.6194,9773.8853,7470.0368,10380.1801
mmu-miR-25-3p,890.4386,873.6848,987.2579,582.7871,610.5147,570.8922
mmu-miR-25-5p,1.2937,0.6989,1.161,1.9139,2.3092,1.4138
mmu-miR-26a-1-3p,1.1089,0.8985,0.5805,0.0,0.4993,0.2525
mmu-miR-26a-2-3p,4.8976,5.5909,4.0636,1.8456,1.8724,3.2822
mmu-miR-26a-5p,94259.3415,71872.6806,58764.2944,130168.8435,138035.1873,123207.2893
mmu-miR-26b-3p,5.6369,4.1932,4.0636,13.0556,16.352,12.4722
mmu-miR-26b-5p,9872.1699,9018.6915,9377.4025,6295.8917,5675.1908,7010.7747
mmu-miR-27a-3p/27b-3p,21959.6248,22917.3784,19100.9838,23917.5803,24835.0059,22737.4772
mmu-miR-27a-5p,4.4356,5.3913,8.5142,5.5367,6.5533,5.4534
mmu-miR-27b-5p,15.8941,11.6811,13.7388,10.7999,16.0399,10.1494
mmu-miR-2861,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-28a-3p,26.983,54.8112,66.1784,31.3062,35.2628,30.2968
mmu-miR-28a-5p/28c,72.9095,67.5905,50.3111,69.3794,78.5144,75.9439
mmu-miR-28b,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-290a-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-290a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-290b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-290b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-291a-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-291a-5p/291b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-291b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-292a-3p,0.0,0.0,0.0,0.0,0.2496,0.0
mmu-miR-292a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-292b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-292b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-293-3p,0.0,0.0,0.0,0.0,0.0,0.202
mmu-miR-293-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-294-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-294-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-295-3p,0.0,0.4992,0.774,0.2051,0.5617,0.2525
mmu-miR-295-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-296-3p,0.0,0.0,0.0,0.4785,0.6865,0.404
mmu-miR-296-5p,1.1089,1.1981,1.161,0.3418,0.6865,0.9089
mmu-miR-297a-3p/297b-3p/297c-3p,0.1848,0.2995,0.0,0.2051,0.0,0.404
mmu-miR-297a-5p,0.0,0.0,0.0,0.0,0.6865,0.4545
mmu-miR-297b-5p,0.3696,0.0,0.0,0.3418,0.4369,0.0
mmu-miR-297c-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-298-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-298-5p,1.3861,1.7971,1.935,3.7595,3.2454,3.5346
mmu-miR-299a-3p/299b-3p,0.6469,2.1964,1.548,0.4101,0.3121,0.7574
mmu-miR-299a-5p/299b-5p,0.7393,1.8969,0.9675,0.1367,0.2496,0.303
mmu-miR-29a-3p,2340.6819,2069.8473,1053.4364,2079.4686,2113.6467,2185.8618
mmu-miR-29a-5p,12.475,13.4782,8.1272,4.3747,4.5561,4.292
mmu-miR-29b-1-5p,0.8317,0.9984,0.0,1.162,1.1858,0.9594
mmu-miR-29b-2-5p,3.6963,3.694,2.322,1.3671,1.8099,1.5653
mmu-miR-29b-3p,217.1576,286.2364,106.2338,171.6372,170.1977,175.0144
mmu-miR-29c-3p,360.2044,352.8285,173.1862,263.7785,261.0072,275.2462
mmu-miR-29c-5p,15.7093,18.4701,14.1258,8.2708,6.9902,6.9178
mmu-miR-300-3p,13.2143,17.1722,11.8038,8.9544,7.8015,9.8969
mmu-miR-300-5p,0.3696,0.0,0.0,0.0,0.0,0.0
mmu-miR-301a-3p,472.9416,452.0677,237.236,134.1791,138.8044,134.5682
mmu-miR-301a-5p,0.5544,0.6989,0.774,0.5468,0.4993,0.7069
mmu-miR-301b-3p,2.957,1.4976,1.3545,1.5721,2.5589,2.1208
mmu-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302a-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302c-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302c-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302d-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302d-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3057-3p,0.2772,0.0,0.0,0.0,0.4993,0.0
mmu-miR-3057-5p,6.5609,4.6924,9.0947,9.1595,8.6753,6.7158
mmu-miR-3058-3p,0.0,0.0,0.0,0.4101,0.2496,0.4545
mmu-miR-3058-5p,0.0,0.0,0.0,0.0,0.3121,0.303
mmu-miR-3059-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3059-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3060-3p,0.0,0.0,0.0,1.0253,0.9362,0.5554
mmu-miR-3060-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3061-3p,2.8646,1.4976,2.1285,2.1873,2.0596,1.8683
mmu-miR-3061-5p,0.6469,0.599,0.774,1.0253,0.8114,0.8079
mmu-miR-3062-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3062-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3063-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3063-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3064-3p,0.6469,0.3994,0.387,0.0,0.1248,0.404
mmu-miR-3064-5p,0.0,0.0,0.0,0.0,0.4369,0.0
mmu-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3065-5p,0.0,0.0,0.0,0.0,0.2496,0.4545
mmu-miR-3066-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3066-5p,1.7557,1.1981,1.161,0.5468,0.8114,0.5049
mmu-miR-3067-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3067-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3068-3p,22.9171,16.5732,15.2868,13.124,14.6668,16.0573
mmu-miR-3068-5p,19.3132,24.3605,15.0933,1.7772,3.2454,3.4841
mmu-miR-3069-3p,0.0,0.0,0.0,0.0,0.3745,0.0
mmu-miR-3069-5p,0.0,0.3994,0.0,0.0,0.0,0.0
mmu-miR-3070-2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3070-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3070-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3071-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3071-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3072-3p,0.0,0.0,0.0,0.0,0.1248,0.0
mmu-miR-3072-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3073a-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3073a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3073b-3p,0.0,0.1997,0.0,0.0,0.0,0.0
mmu-miR-3073b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3074-1-3p,1.3861,1.6973,0.0,1.2304,1.1858,1.6663
mmu-miR-3074-2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3074-5p,1.3861,0.9984,0.0,1.9823,2.3092,2.3732
mmu-miR-3075-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3075-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3076-3p,0.5544,0.0,0.0,0.957,0.4993,0.0
mmu-miR-3076-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3077-3p,0.0,0.0,0.0,0.0,0.0,0.202
mmu-miR-3077-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3078-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3078-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3079-3p,0.0,0.0,0.0,0.0,0.3745,0.0
mmu-miR-3079-5p,0.6469,0.0,0.0,0.6835,0.4993,0.404
mmu-miR-3080-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3080-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3081-3p,0.0,0.0,1.3545,0.7519,0.2496,0.0
mmu-miR-3081-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3082-3p,9.98,0.0,0.0,18.2505,14.2299,17.4711
mmu-miR-3082-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3083-3p,0.0,0.0,0.0,0.3418,0.0,0.0
mmu-miR-3083-5p,0.0,0.1997,0.0,0.2734,0.3745,0.3535
mmu-miR-3083b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3083b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3084-3p,6.1913,5.9903,1.935,13.0556,10.1732,9.7455
mmu-miR-3084-5p,0.2772,0.3994,0.0,0.6152,0.4369,0.6059
mmu-miR-3085-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3085-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3086-3p,0.3696,0.0,0.0,0.0,0.0,0.0
mmu-miR-3086-5p,4.0659,3.095,4.0636,2.324,2.6837,2.1208
mmu-miR-3087-3p,0.0,0.0,0.0,0.0,0.0,0.3535
mmu-miR-3087-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3088-3p,0.3696,0.4992,0.0,0.4101,0.0,0.9089
mmu-miR-3088-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3089-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3089-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3090-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3090-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3091-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3091-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3092-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3092-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3093-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3093-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3094-3p,0.0,0.0,0.0,0.0,0.0,0.1515
mmu-miR-3094-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3095-3p,0.5544,0.0,0.0,0.2051,0.1248,0.0
mmu-miR-3095-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3097-3p,0.0,0.0,0.0,0.0,0.0,0.5049
mmu-miR-3097-5p,0.0,0.0,0.0,0.0,0.0,0.1515
mmu-miR-3098-3p,0.0,0.0,0.0,0.0,0.7489,0.5049
mmu-miR-3098-5p,0.0,0.0,0.0,0.2051,0.0,0.303
mmu-miR-3099-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3099-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-30a-3p,563.6857,1186.8775,1162.3792,504.5217,783.3961,475.4574
mmu-miR-30a-5p,188665.1488,189052.4728,162338.5281,125619.3993,120039.357,128014.5291
mmu-miR-30b-3p,54.0584,55.2106,52.4396,35.3391,43.8133,38.9819
mmu-miR-30b-5p,2972.5643,3119.1476,2036.2437,1398.525,1704.1612,1381.5329
mmu-miR-30c-1-3p,3.2343,1.7971,1.161,7.1088,6.6781,6.9178
mmu-miR-30c-2-3p,38.5339,59.6035,80.4977,46.6859,69.1526,46.0006
mmu-miR-30c-5p,8850.9747,7589.3068,5696.7609,3924.8244,4766.9081,3954.941
mmu-miR-30d-3p,142.5848,120.0056,100.2351,79.2908,79.6378,77.2568
mmu-miR-30d-5p,40011.891,35651.8511,34651.3607,33572.9395,32705.0416,32714.4577
mmu-miR-30e-3p,197.4748,255.0868,274.3888,108.683,175.3155,101.8982
mmu-miR-30e-5p,12373.8257,12195.2461,8912.2186,5578.9254,5602.4183,5702.1055
mmu-miR-30f,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-31-3p,3.7887,4.7922,2.9026,1.3671,1.3107,1.6663
mmu-miR-31-5p,76.6982,63.3973,80.6912,112.7159,127.2582,114.9258
mmu-miR-3100-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3100-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3101-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3101-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3102-3p,28.2767,20.8662,18.9634,19.2075,25.3393,17.8751
mmu-miR-3102-3p.2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3102-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3102-5p.2-5p,0.1848,0.0,0.0,0.4785,0.6241,0.8079
mmu-miR-3103-3p,1.2937,0.3994,0.774,0.8886,0.6241,0.9594
mmu-miR-3103-5p,0.0,0.0,0.0,0.0,0.3745,0.3535
mmu-miR-3104-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3104-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3105-3p,1.5709,2.0966,0.9675,1.7772,1.4355,1.4643
mmu-miR-3105-5p,0.0,0.0,0.0,0.0,0.1872,0.202
mmu-miR-3106-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3106-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3108-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3108-5p,0.0,0.0,0.0,0.1367,0.0,0.0
mmu-miR-3109-3p,0.5544,0.4992,0.774,1.5721,1.5603,1.5148
mmu-miR-3109-5p,0.0,0.2995,0.0,0.0,0.2496,0.303
mmu-miR-3110-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3110-5p,0.3696,0.0,0.0,0.0,0.0,0.0
mmu-miR-3112-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3112-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3113-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3113-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3154,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-32-3p,1.5709,1.4976,1.161,1.9823,2.122,1.8683
mmu-miR-32-5p,29.2008,32.1479,20.1244,12.9873,15.0413,15.4009
mmu-miR-320-3p,210.0422,170.9231,233.753,146.6879,171.3835,156.4323
mmu-miR-320-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-322-3p,144.895,159.8411,129.8413,150.9259,158.0897,159.26
mmu-miR-322-5p,1127.5563,1486.3923,960.5544,1716.7134,1601.3062,1733.531
mmu-miR-323-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-323-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-324-3p,7.023,11.3816,0.0,6.4253,7.3646,4.898
mmu-miR-324-5p,36.8706,36.5408,39.2813,20.7113,25.0272,22.9751
mmu-miR-325-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-325-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-326-3p,30.1248,39.536,24.188,89.1338,86.5655,84.427
mmu-miR-326-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-327,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-328-3p,278.3314,236.3172,223.4972,551.0708,662.0047,548.4221
mmu-miR-328-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-329-3p,1.0165,1.2979,0.774,0.2734,0.1248,0.404
mmu-miR-329-5p,0.8317,3.7939,1.935,0.6152,1.1234,1.1109
mmu-miR-33-3p,2.1254,3.7939,1.935,1.6405,1.9972,1.4643
mmu-miR-33-5p,1.5709,2.3961,2.322,2.0506,2.5589,2.5752
mmu-miR-330-3p,8.2243,8.2866,4.4506,7.4506,9.8611,8.4326
mmu-miR-330-5p,26.2437,31.8484,22.8335,45.0454,55.4843,39.5878
mmu-miR-331-3p,10.6269,12.8791,11.0297,4.1696,5.6795,3.4336
mmu-miR-331-5p,0.5544,1.7971,1.548,3.2126,3.5575,3.1307
mmu-miR-335-3p,64.408,61.8997,33.2827,15.8582,18.5988,17.0167
mmu-miR-335-5p,187.8644,184.601,152.2877,126.8652,118.7701,130.3771
mmu-miR-337-3p,1.1089,1.9968,1.3545,0.6835,0.8114,1.2119
mmu-miR-337-5p,1.1089,1.9968,1.548,1.3671,1.5603,1.8178
mmu-miR-338-3p,246.8204,239.2125,101.0091,307.9352,337.1499,315.3894
mmu-miR-338-5p,7.7622,7.4879,5.2246,7.4506,9.9235,8.2811
mmu-miR-339-3p,13.4915,19.768,16.6414,18.8657,16.5392,19.087
mmu-miR-339-5p,40.4745,44.0287,31.3477,50.7187,49.3055,51.555
mmu-miR-340-3p,11.1813,9.1851,9.6752,20.848,21.0953,20.7533
mmu-miR-340-5p,305.1295,373.495,362.2397,148.5335,144.9832,166.3293
mmu-miR-341-3p,0.5544,2.9951,1.161,0.3418,0.0,1.0604
mmu-miR-341-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-342-3p,280.2719,265.1705,181.5069,321.8111,279.2315,325.8418
mmu-miR-342-5p,0.0,1.1981,1.3545,3.3494,4.9306,3.9386
mmu-miR-343,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344-3p,1.3861,4.6924,4.4506,1.7089,1.7475,1.1109
mmu-miR-344-5p/344b-5p/344i,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344c-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344c-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344d-1-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344d-2-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344d-3-5p,0.0,0.0,0.0,0.1367,0.0,0.0
mmu-miR-344d-3p,1.2013,1.0982,1.161,0.7519,1.9348,1.3129
mmu-miR-344e-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344e-5p/344h-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344f-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344f-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344g-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344g-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344h-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-345-3p,15.2472,32.3476,42.9579,28.7087,33.3905,26.9641
